ownership_type_id,organization_size_id,sk_nace_category_id,legal_form_id,municipality_id,district_id,region_id,id,cin,tin,corporate_body_name,city,street,postal_code,last_updated_on,established_on,consolidated,data_source,created_at,updated_at,deleted,terminated_on,sid,region_name,region_en,district_name,district_en,municipality,mun_en,legal_form,lf_en,sk_nace_category,nace_en,organization_size,os_en,ownership_type,ow_en,min_emp,max_emp,eu_tour,unwto_oecd_tour,adr
2,0,55100,112,526355,810,8,254783,36489981,2021780717,Area Development s.r.o.,Spišská Nová Ves,Letecká 35,5201,31/07/2017,05/01/2004,FALSE,SUSR,17/05/2016 22:13,01/08/2017 07:17,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Hotelové ubytovanie,Hotels and simil.accomod,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,primary tourism industry,tourism accommodation services,NULL
2,0,55100,112,526355,810,8,274333,36575941,2021785249,"ACOMO, s.r.o.",Spišská Nová Ves,B. Němcovej 12,5201,31/07/2017,29/01/2004,FALSE,SUSR,17/05/2016 22:15,01/08/2017 07:32,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Hotelové ubytovanie,Hotels and simil.accomod,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,primary tourism industry,tourism accommodation services,NULL
2,0,55100,101,526355,810,8,143462,41686641,NULL,Silvia Niemašíková,Spišská Nová Ves,P.Jilemnického 2415/6,5205,31/07/2017,01/03/2005,FALSE,SUSR,17/05/2016 22:01,01/08/2017 03:54,FALSE,2009-04-30,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Hotelové ubytovanie,Hotels and simil.accomod,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,11,55100,121,526355,810,8,146722,31673074,2020503364,"METROPOL Invest, a.s.",Spišská Nová Ves,Štefánikovo námestie 2,5201,11/05/2020,28/05/1993,FALSE,SUSR,17/05/2016 22:01,12/05/2020 20:45,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Akc. spol.,Joint stock company,Hotelové ubytovanie,Hotels and simil.accomod,25-49 zamestnancov,25-49 employees,Súkromné tuzemské,Private inland,25,49,primary tourism industry,tourism accommodation services,NULL
2,0,55100,101,526355,810,8,672517,35318996,1020686898,Jozef Pavlanský,Spišská Nová Ves,Trieda 1 mája 10/14,5205,12/03/2018,17/10/1990,FALSE,SUSR,17/05/2016 22:54,16/03/2018 23:51,FALSE,2011-02-28,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Hotelové ubytovanie,Hotels and simil.accomod,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
6,0,55100,112,526291,808,8,334219,36811220,2022424536,4Infinity s.r.o.,Stratená,Dobšinská Ľadová Jaskyňa 6,4971,14/02/2018,28/07/2007,FALSE,SUSR,17/05/2016 22:21,15/02/2018 02:16,FALSE,NULL,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Stratená,Stratená,Spol. s r. o.,Limited liability comp.,Hotelové ubytovanie,Hotels and simil.accomod,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,primary tourism industry,tourism accommodation services,NULL
2,1,55100,101,526355,810,8,36790,33062218,1020686788,Mária Šiffelová,Spišská Nová Ves,Nad Medzou 8,5201,31/07/2017,26/05/1993,FALSE,SUSR,17/05/2016 21:50,01/08/2017 02:25,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Hotelové ubytovanie,Hotels and simil.accomod,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55100,112,526355,810,8,152418,31706541,2020716005,"JUROKAMP, s.r.o. v likvidácii",Spišská Nová Ves,Strojnícka 2/26,5201,12/03/2018,18/04/1995,FALSE,SUSR,17/05/2016 22:02,16/03/2018 13:51,FALSE,2009-05-26,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Hotelové ubytovanie,Hotels and simil.accomod,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,primary tourism industry,tourism accommodation services,NULL
2,0,55100,112,526355,810,8,157184,31694501,NULL,"Credita consult, spol. s r.o.",Spišská Nová Ves,Slovenská ulica 58,5201,12/03/2018,10/08/1994,FALSE,SUSR,17/05/2016 22:02,16/03/2018 13:54,FALSE,2008-03-27,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Hotelové ubytovanie,Hotels and simil.accomod,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,primary tourism industry,tourism accommodation services,NULL
2,2,55100,112,526355,810,8,161087,31673589,2020503166,"SETEZA, spol. s r.o.",Spišská Nová Ves,J.C. Hronského 384/7,5201,31/07/2017,11/06/1993,FALSE,SUSR,17/05/2016 22:03,01/08/2017 06:04,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Hotelové ubytovanie,Hotels and simil.accomod,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,1,55100,101,543586,810,8,1707688,50929488,1045917642,Lenka Molčanová,Spišské Tomášovce,Čingovská 435/16,5201,04/11/2020,15/06/2017,FALSE,SUSR,13/07/2017 17:43,05/11/2020 02:14,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišské Tomášovce,Spišské Tomášovce,Živnostník,Entrepreneur,Hotelové ubytovanie,Hotels and simil.accomod,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,4,55100,107,525634,808,8,94163,41289200,1048472205,Martin Lipták - MarVin,Dobšiná,SNP 613/243,4925,05/08/2019,20/12/2004,FALSE,SUSR,17/05/2016 21:56,06/08/2019 02:02,FALSE,NULL,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dobšiná,Dobšiná,Živ. a SHR roľník,"Entrepreneur,priv.farm.",Hotelové ubytovanie,Hotels and simil.accomod,3-4 zamestnanci,3-4 employees,Súkromné tuzemské,Private inland,3,4,primary tourism industry,tourism accommodation services,NULL
2,0,55100,121,525618,808,8,366010,36188964,2020036964,LOKOMOTÍVA DEDINKY a.s.,Dedinky,Dedinky 107,4973,31/07/2017,22/02/1999,FALSE,SUSR,17/05/2016 22:24,01/08/2017 08:44,FALSE,NULL,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dedinky,Dedinky,Akc. spol.,Joint stock company,Hotelové ubytovanie,Hotels and simil.accomod,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,primary tourism industry,tourism accommodation services,NULL
2,0,55200,112,526355,810,8,1873805,52653595,2121097814,Avatea Slovakia s. r. o.,Spišská Nová Ves,Muránska 21,5201,30/06/2020,26/09/2019,FALSE,SUSR,06/11/2019 02:07,01/07/2020 02:02,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,543616,810,8,195199,34572601,1023569459,Elena Franková - SYPANEC,Spišský Hrušov,Spišský Hrušov 173,5363,31/07/2017,12/01/1993,FALSE,SUSR,17/05/2016 22:07,01/08/2017 06:31,FALSE,2011-01-01,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišský Hrušov,Spišský Hrušov,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,526592,810,8,1849687,52487555,NULL,Mgr. Lucia Slivková,Hrabušice,Partizánska 144/5,5315,05/08/2019,14/06/2019,FALSE,SUSR,06/08/2019 02:32,06/08/2019 02:32,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Hrabušice,Hrabušice,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,112,526592,810,8,1588463,48318060,2120125337,"Skokanovo, s.r.o.",Hrabušice,Píla 465,5315,31/07/2017,18/09/2015,FALSE,SUSR,17/05/2016 23:44,01/08/2017 18:25,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Hrabušice,Hrabušice,Spol. s r. o.,Limited liability comp.,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,primary tourism industry,tourism accommodation services,NULL
2,2,55200,112,526355,810,8,1831444,52252752,2120953846,Ketom s. r. o.,Spišská Nová Ves,Palárikova 2281/4,5201,03/11/2020,06/03/2019,FALSE,SUSR,05/04/2019 02:15,03/11/2020 02:00,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Turistické ubytovanie,Holliday accommodation,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,526355,810,8,1589419,48148687,NULL,Anna Hrubiznová,Spišská Nová Ves,Brezová 2019/9,5201,31/07/2017,01/05/2015,FALSE,SUSR,17/05/2016 23:45,01/08/2017 18:26,FALSE,2017-01-05,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,526355,810,8,1792157,51908611,NULL,Alena Jankovičová,Spišská Nová Ves,Hutnícka 2714/12,5201,04/09/2018,16/08/2018,FALSE,SUSR,05/09/2018 02:10,05/09/2018 02:10,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,525618,808,8,800188,33064261,1023593791,Anna Poradová,Dedinky,Dedinky 96,4973,31/07/2017,01/06/2015,FALSE,SUSR,17/05/2016 23:06,01/08/2017 14:25,FALSE,2016-10-27,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dedinky,Dedinky,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,112,526592,810,8,1838140,52321827,NULL,"STEFINA, s. r. o.",Hrabušice,Bernolákova 509/21,5315,03/06/2019,16/04/2019,FALSE,SUSR,04/06/2019 02:07,04/06/2019 02:07,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Hrabušice,Hrabušice,Spol. s r. o.,Limited liability comp.,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,primary tourism industry,tourism accommodation services,NULL
2,0,55200,112,525634,808,8,218264,36210536,2021629412,N - GRAJ s.r.o.,Dobšiná,SNP 597,4925,31/07/2017,14/11/2001,FALSE,SUSR,17/05/2016 22:09,01/08/2017 06:49,FALSE,NULL,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dobšiná,Dobšiná,Spol. s r. o.,Limited liability comp.,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,primary tourism industry,tourism accommodation services,NULL
6,0,55200,112,543586,810,8,1891563,52805450,2121151626,Rekreačné zariadenie Čingov s.r.o.,Spišské Tomášovce,Spišské Tomášovce 1146,5201,01/04/2020,28/12/2019,FALSE,SUSR,12/05/2020 20:35,12/05/2020 20:35,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišské Tomášovce,Spišské Tomášovce,Spol. s r. o.,Limited liability comp.,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,primary tourism industry,tourism accommodation services,NULL
2,0,55200,112,526509,801,8,1610424,50153251,2120195187,ZG TRADE s.r.o.,Gelnica,Tehelná 4,5601,31/07/2017,09/02/2016,FALSE,SUSR,17/05/2016 23:47,01/08/2017 18:43,FALSE,NULL,NULL,Košický kraj,Region of Košice,Gelnica,Gelnica,Gelnica,Gelnica,Spol. s r. o.,Limited liability comp.,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,526592,810,8,1853060,52490564,NULL,Ema Popadičová,Hrabušice,Partizánska 649/66,5315,05/08/2019,01/07/2019,FALSE,SUSR,06/08/2019 02:35,06/08/2019 02:35,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Hrabušice,Hrabušice,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,109,526592,810,8,456584,37176081,1038705690,Daniela Čudeková,Hrabušice,Nová 14/22,5315,09/06/2020,26/01/2000,FALSE,SUSR,17/05/2016 22:33,10/06/2020 02:03,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Hrabušice,Hrabušice,Živ.a sl.povolanie,"Entrep,freelance ocup.",Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,112,525634,808,8,1828716,52244458,2120959808,La Residence s. r. o.,Dobšiná,Lányiho Huta 1093/27,4925,26/06/2020,07/03/2019,FALSE,SUSR,05/04/2019 02:13,26/06/2020 02:01,FALSE,NULL,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dobšiná,Dobšiná,Spol. s r. o.,Limited liability comp.,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,primary tourism industry,tourism accommodation services,NULL
5,0,55200,331,543586,810,8,229350,35542179,2021637530,Služby obce Spišské Tomášovce,Spišské Tomášovce,Kostolná 20/12,5201,12/03/2018,12/02/2002,FALSE,SUSR,17/05/2016 22:10,16/03/2018 18:08,FALSE,2014-12-31,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišské Tomášovce,Spišské Tomášovce,Príspevková organizácia,Org.based on contrib.,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Vlast.územnej samosprávy,Municipality-owned,0,0,primary tourism industry,tourism accommodation services,NULL
2,3,55200,112,526355,810,8,1827370,52211584,2120950216,"Penzión Kráľov prameň, s.r.o.",Spišská Nová Ves,Novoveská cesta 9291/29,5331,30/10/2020,13/02/2019,FALSE,SUSR,05/04/2019 02:13,31/10/2020 06:45,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Turistické ubytovanie,Holliday accommodation,2 zamestnanci,2 employees,Súkromné tuzemské,Private inland,2,2,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,526355,810,8,800758,34525165,1023503525,Viera Karabinová,Spišská Nová Ves,J.Čajaka 1821/8,5201,06/03/2019,14/05/1996,FALSE,SUSR,17/05/2016 23:06,07/03/2019 02:04,FALSE,2019-01-22,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,112,560154,810,8,1911364,53057163,NULL,SOLUDUS s.r.o.,Smižany,Námestie M.Pajdušáka 46/6,5311,07/12/2020,05/05/2020,FALSE,SUSR,10/06/2020 02:13,08/12/2020 02:37,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Smižany,Smižany,Spol. s r. o.,Limited liability comp.,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,526291,808,8,1471197,47088443,1044440705,Manuela Kordovanová,Stratená,Stratená 22,4971,31/07/2017,01/04/2013,FALSE,SUSR,17/05/2016 23:33,01/08/2017 16:58,FALSE,2017-04-01,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Stratená,Stratená,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,560154,810,8,891219,33982058,1023840345,Mária Dutková,Smižany,Štefánikova 468/35,5311,31/07/2017,14/07/2010,FALSE,SUSR,17/05/2016 23:08,01/08/2017 14:43,FALSE,2011-03-09,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Smižany,Smižany,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,525618,808,8,1098531,37342894,1026048584,Mária Korfantová,Dedinky,Dedinky 45,4973,31/07/2017,22/06/2011,FALSE,SUSR,17/05/2016 23:16,01/08/2017 15:25,FALSE,NULL,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dedinky,Dedinky,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,2,55200,112,526355,810,8,1627580,50335278,2120301612,Vila Garden s.r.o.,Spišská Nová Ves,Duklianska 3017/47B,5201,07/04/2020,25/05/2016,FALSE,SUSR,17/06/2016 02:05,12/05/2020 20:26,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Turistické ubytovanie,Holliday accommodation,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,525618,808,8,742175,37340549,1025942753,Anna Černická,Dedinky,Dedinky 111,4973,31/07/2017,01/08/2001,FALSE,SUSR,17/05/2016 23:01,01/08/2017 13:39,FALSE,2014-11-21,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dedinky,Dedinky,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,526355,810,8,526833,43352634,1042215768,Miroslav Bruncko,Spišská Nová Ves,Komenského 2088/17,5205,31/07/2017,01/11/2006,FALSE,SUSR,17/05/2016 22:39,01/08/2017 10:46,FALSE,2010-02-12,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,3,55200,101,525634,808,8,541477,40414752,1048275162,Renáta Csobádiová,Dobšiná,SNP 529,4925,04/04/2019,05/12/2002,FALSE,SUSR,17/05/2016 22:41,05/04/2019 02:04,FALSE,NULL,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dobšiná,Dobšiná,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,2 zamestnanci,2 employees,Súkromné tuzemské,Private inland,2,2,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,526355,810,8,935957,41320697,1074117231,Ivan Kukura,Spišská Nová Ves,Javorová 2017/11,5201,31/07/2017,19/11/2004,FALSE,SUSR,17/05/2016 23:10,01/08/2017 14:52,FALSE,2015-12-29,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,526355,810,8,1566766,47951541,NULL,Gabriela Kaščáková,Spišská Nová Ves,Štúrovo nábrežie 2365/13,5205,31/07/2017,01/11/2014,FALSE,SUSR,17/05/2016 23:42,01/08/2017 18:12,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,2,55200,112,525634,808,8,760079,44843364,2022872687,"DOUVE - AGRO, s.r.o.",Dobšiná,Vlčia Dolina 958/9,4925,08/01/2021,12/08/2009,FALSE,SUSR,17/05/2016 21:01,09/01/2021 04:23,FALSE,NULL,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dobšiná,Dobšiná,Spol. s r. o.,Limited liability comp.,Turistické ubytovanie,Holliday accommodation,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,526592,810,8,281153,41317921,1037503731,Mária Maľučká,Hrabušice,Partizánska 531/65,5315,31/07/2017,22/06/2004,FALSE,SUSR,17/05/2016 22:16,01/08/2017 07:38,FALSE,2010-09-01,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Hrabušice,Hrabušice,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,526592,810,8,570703,37707795,1023547734,Anton Grigliak,Hrabušice,Bernolákova 528/31,5315,31/07/2017,07/08/1990,FALSE,SUSR,17/05/2016 22:44,01/08/2017 11:23,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Hrabušice,Hrabušice,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,112,526355,810,8,1668173,50586131,2120392461,"M6M, s.r.o.",Spišská Nová Ves,Sadová 2328/12,5201,31/07/2017,02/12/2016,FALSE,SUSR,13/01/2017 02:13,01/08/2017 19:29,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,525634,808,8,957453,45353816,1026364559,Dagmar Šmelková - Chata na slnečnom kopci,Dobšiná,Slnečná 402,4925,31/07/2017,01/01/2010,FALSE,SUSR,17/05/2016 23:10,01/08/2017 14:55,FALSE,NULL,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dobšiná,Dobšiná,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,526355,810,8,298374,17188253,1023672694,Mária Frankovičová,Spišská Nová Ves,Novoveská cesta 9019/25,5331,31/07/2017,15/07/1991,FALSE,SUSR,17/05/2016 22:17,01/08/2017 07:51,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
6,2,55200,112,543586,810,8,1499745,46966072,2023685774,"Rekreačné zariadenie, s.r.o.",Spišské Tomášovce,Spišské Tomášovce 143,5201,05/02/2019,24/01/2013,FALSE,SUSR,17/05/2016 23:36,06/02/2019 02:49,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišské Tomášovce,Spišské Tomášovce,Spol. s r. o.,Limited liability comp.,Turistické ubytovanie,Holliday accommodation,1 zamestnanec,1 employees,"Združ.,p.strany,cirkvi",Ownership of associat.,1,1,primary tourism industry,tourism accommodation services,NULL
2,2,55200,112,526355,810,8,156047,31729991,2020504794,SKINAUTIQUE CLUB s.r.o.,Spišská Nová Ves,Slovenská 58,5201,04/04/2019,02/07/1996,FALSE,SUSR,17/05/2016 22:02,05/04/2019 02:02,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Turistické ubytovanie,Holliday accommodation,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,1,55200,101,560154,810,8,619801,40847195,1020689879,Mgr. Jolana Turanová,Smižany,Tatranská 197/96,5311,05/02/2019,02/10/2003,FALSE,SUSR,17/05/2016 22:49,06/02/2019 02:26,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Smižany,Smižany,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,2,55200,112,560154,810,8,1777767,51708264,2120769981,IML s.r.o.,Smižany,Námestie M. Pajdušáka 48/10,5311,18/06/2019,26/05/2018,FALSE,SUSR,04/07/2018 02:24,19/06/2019 02:00,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Smižany,Smižany,Spol. s r. o.,Limited liability comp.,Turistické ubytovanie,Holliday accommodation,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
2,0,55200,101,525618,808,8,855046,45666261,1083092615,Petra Žifčáková,Dedinky,Dedinky 11,4973,04/04/2019,12/07/2010,FALSE,SUSR,17/05/2016 23:08,05/04/2019 02:06,FALSE,2019-02-15,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dedinky,Dedinky,Živnostník,Entrepreneur,Turistické ubytovanie,Holliday accommodation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,primary tourism industry,tourism accommodation services,NULL
